id,text,created_at,user.screen_name,retweet_count,date
2,"Wat een corrupte bende. Kamer voorgelogen. Onschuldige mensen gecriminaliseerd. En Rutte, Koolmees, Hoekstra, Ollon… https://t.co/WdAColYCcV",Mon Apr 26 18:48:01 +0000 2021,geertwilderspvv,252,2021-04-26
3,Hoekstra en De Jonge staken veel tijd en energie in het sensibiliseren van Omtzigt.   #notulen https://t.co/aROTEjgbtT,Mon Apr 26 18:21:14 +0000 2021,geertwilderspvv,212,2021-04-26
4,Aantekeningen Rutte bij verhoor POK.  Ministerraad 12/07/19:  - Rol en toon coalitiefracties in debat.   Ministerra… https://t.co/rdwbDo057W,Mon Apr 26 11:14:57 +0000 2021,geertwilderspvv,281,2021-04-26
5,Hoe heeft Nederland gestemd in de VN over het lidmaatschap van het islamofascistische #Iran in de vrouwenrechtencom… https://t.co/GtH8ZX2zcm,Sun Apr 25 10:09:41 +0000 2021,geertwilderspvv,474,2021-04-25
6,"RT @EuropeElects: Netherlands, peil poll:  (Seat projection)  VVD-RE: 32 D66-RE: 22 (-2) PVV-ID: 18 (+1) CDA-EPP: 12 (-2) PvdA-S&amp;D: 9 SP→LE…",Sun Apr 25 09:05:14 +0000 2021,geertwilderspvv,37,2021-04-25
7,Goedemorgen Nederland! https://t.co/Qsh2pEDZsL,Sun Apr 25 05:09:13 +0000 2021,geertwilderspvv,116,2021-04-25
8,We willen ALLE relevante notulen van de ministerraad zien @MinPres Rutte!   Met minder nemen we geen genoegen!   Le… https://t.co/xzFJnSb8tL,Sat Apr 24 10:14:15 +0000 2021,geertwilderspvv,400,2021-04-24
9,RT @KopsPVV: “Sociale huurwoning? In zeker een kwart van de gemeenten wacht je meer dan 7 jaar” ➡️ https://t.co/y007CHkWzZ @nosop3  Dus ter…,Sat Apr 24 08:41:21 +0000 2021,geertwilderspvv,234,2021-04-24
10,Wanneer komt @groenlinks met excuses voor hun sympathie voor de #communisten die voor 100 miljoen doden hebben gezo… https://t.co/GDy4ezJawd,Fri Apr 23 19:00:40 +0000 2021,geertwilderspvv,427,2021-04-23
11,"“Een Tunesiër stak een agente die op het bureau werkte in haar nek, terwijl hij Allah Akbar riep.”  Hoeveel onschul… https://t.co/q1qYZwNDQX",Fri Apr 23 17:45:21 +0000 2021,geertwilderspvv,429,2021-04-23
12,"Interview in Hongaars weekblad Mandiner.   “Als we niet strijden, dan verliezen we onze vrijheid”  Interview in Hun… https://t.co/vORy2h0exD",Fri Apr 23 05:26:54 +0000 2021,geertwilderspvv,242,2021-04-23
13,"Moties over terrassen open zonder restricties, regels buiten afschaffen, terug naar oude normaal in verpleeghuizen,… https://t.co/Jd0c4IYVSb",Thu Apr 22 21:46:18 +0000 2021,geertwilderspvv,210,2021-04-22
14,"RT @telegraaf: Mooi dat de terrassen weer opengaan, maar waarom maar tot zes uur ’s avonds? Die vraag klinkt veelvuldig in de Tweede Kamer…",Thu Apr 22 20:35:57 +0000 2021,geertwilderspvv,89,2021-04-22
15,"Een open-hartoperatie, niertransplantatie of andere zorg nodig hebben en niet weten of je volgende maand geholpen k… https://t.co/5YkMdHKJ1O",Thu Apr 22 19:17:55 +0000 2021,geertwilderspvv,264,2021-04-22
16,"RT @geertwilderspvv: Open de terrassen volledig en schaf dat 1,5 meter-dictaat in de buitenlucht helemaal af!   #coronadebat #Corona #coron…",Thu Apr 22 18:06:49 +0000 2021,geertwilderspvv,337,2021-04-22
17,"In een mortuarium is het straks nog gezelliger dan op de terrassen, met al die verstikkende onzinregels van #Rutte… https://t.co/cP0L1Wz4MC",Thu Apr 22 17:43:13 +0000 2021,geertwilderspvv,346,2021-04-22
18,RT @geenstijl: GeenStijlTV: Wilders heeft nu al een kater van de terrasregels https://t.co/b31LYp0R65 (Abonneer ook op het GSTV-kanaal!) ht…,Thu Apr 22 16:35:36 +0000 2021,geertwilderspvv,24,2021-04-22
19,RT @geertwilderspvv: De PVV wil geen testsamenleving   #coronadebat #Corona #coronavirus #Wilders #PVV https://t.co/CWdQU4zwCm,Thu Apr 22 15:54:10 +0000 2021,geertwilderspvv,245,2021-04-22
20,De zorg is afgelopen jaren afgebroken. Het leed is niet te overzien. En een jaar na het begin van deze crisis is er… https://t.co/bsO3ESlJsI,Thu Apr 22 15:51:14 +0000 2021,geertwilderspvv,188,2021-04-22
21,"Open de terrassen volledig en schaf dat 1,5 meter-dictaat in de buitenlucht helemaal af!   #coronadebat #Corona… https://t.co/Js7aiWBUKH",Thu Apr 22 15:37:07 +0000 2021,geertwilderspvv,337,2021-04-22
22,De PVV wil geen testsamenleving   #coronadebat #Corona #coronavirus #Wilders #PVV https://t.co/CWdQU4zwCm,Thu Apr 22 15:28:44 +0000 2021,geertwilderspvv,245,2021-04-22
23,Inbreng Geert Wilders #coronadebat (22-04-2021) https://t.co/WwsrCzATrm via @YouTube,Thu Apr 22 15:01:34 +0000 2021,geertwilderspvv,90,2021-04-22
24,1. Rutte en zijn collega-bewindslieden: hou de eer aan jezelf en stap op 2. Ontbind de Kamer en schrijf meteen nieu… https://t.co/8yiv3R0vpP,Wed Apr 21 19:28:00 +0000 2021,geertwilderspvv,1100,2021-04-21
25,RT @VrouwvdVrijheid: Ik kan dit fragment niet vaak genoeg blijven herhalen.   #toeslagenaffaire #toeslagenschandaal  https://t.co/3Od4K8aQFU,Wed Apr 21 18:51:30 +0000 2021,geertwilderspvv,448,2021-04-21
26,"RT @OmroepON: “Nederland is niet veel anders dan de ergste #maffia-organisatie in Italië,” zegt @geertwilderspvv (#PVV) over leugens #Rutte…",Wed Apr 21 18:44:15 +0000 2021,geertwilderspvv,319,2021-04-21
27,RT @NUnl: Video | Wilders: 'Einde formatie als onthullingen toeslagenaffaire kloppen': https://t.co/OqxmmpCw5e,Wed Apr 21 16:25:48 +0000 2021,geertwilderspvv,243,2021-04-21
28,RT @geertwilderspvv: Snel debat en alle notulen ministerraad van 2019 hierover openbaar. Desnoods komende weken alle ministers ook onder ed…,Wed Apr 21 16:24:50 +0000 2021,geertwilderspvv,850,2021-04-21
29,RT @ADPolitiek: 🎥 Ook Geert Wilders (PVV) wil opnieuw opheldering van premier Mark Rutte over de toeslagenaffaire. Volgens de politicus zij…,Wed Apr 21 16:02:03 +0000 2021,geertwilderspvv,266,2021-04-21
30,"CDA-leider Hoekstra : ""We hebben geprobeerd de heer Omtzigt te sensibiliseren (tot rede te brengen, red.), maar dat… https://t.co/EPfZAbdN7w",Wed Apr 21 15:49:34 +0000 2021,geertwilderspvv,642,2021-04-21
31,Snel debat en alle notulen ministerraad van 2019 hierover openbaar. Desnoods komende weken alle ministers ook onder… https://t.co/ioJJXkYGYz,Wed Apr 21 13:56:32 +0000 2021,geertwilderspvv,850,2021-04-21
32,Ongelooflijk en onvergeeflijk.  Rutte moet echt meteen weg!  #toeslagenschandaal #Rexit https://t.co/GzLzyEchmP,Wed Apr 21 11:16:12 +0000 2021,geertwilderspvv,701,2021-04-21
33,RT @geertwilderspvv: Een meerderheid van de Nederlandse bevolking steunt mijn motie van wantrouwen tegen Rutte wel. Een meerderheid van de…,Wed Apr 21 07:47:08 +0000 2021,geertwilderspvv,494,2021-04-21
34,"RT @EuropeElects: Netherlands, Ipsos poll:   VVD-RE: 23% (+1) D66-RE: 17% (+2) PVV-ID: 12% (+1) CDA-EPP: 8% (-2) PvdA-S&amp;D: 6% PvdD-LEFT: 5%…",Wed Apr 21 06:35:37 +0000 2021,geertwilderspvv,29,2021-04-21
35,Een meerderheid van de Nederlandse bevolking steunt mijn motie van wantrouwen tegen Rutte wel. Een meerderheid van… https://t.co/sTu9mvnfw9,Wed Apr 21 06:30:19 +0000 2021,geertwilderspvv,494,2021-04-21
36,"RT @RTLnieuws: ""Een ongelooflijke misser"", zegt PVV-leider Wilders. Volgens JA21 is 'het proces ontspoord'. https://t.co/OBaOHrm3Uo",Tue Apr 20 19:17:54 +0000 2021,geertwilderspvv,99,2021-04-20
37,Dit is echt drie keer niks Mark.  #persco #persconferentie,Tue Apr 20 17:14:05 +0000 2021,geertwilderspvv,288,2021-04-20
38,"RT @ADPolitiek: Volgens PVV en JA21 houdt informateur Herman Tjeenk Willink zich niet aan zijn opdracht om vertrouwen te herstellen. ,,Als…",Tue Apr 20 16:15:51 +0000 2021,geertwilderspvv,200,2021-04-20
39,PVV +1.  😁 https://t.co/j1dxOT8I1U,Tue Apr 20 14:22:45 +0000 2021,geertwilderspvv,65,2021-04-20
40,"RT @geertwilderspvv: En zo worden de enorme problemen met niet-westerse allochtonen mbt criminaliteit, uitkeringsafhankelijkheid en immigra…",Tue Apr 20 12:35:52 +0000 2021,geertwilderspvv,652,2021-04-20
41,"En zo worden de enorme problemen met niet-westerse allochtonen mbt criminaliteit, uitkeringsafhankelijkheid en immi… https://t.co/TbQg7x67Xb",Tue Apr 20 06:54:42 +0000 2021,geertwilderspvv,652,2021-04-20
42,Ons zuurverdiende geld gaat via de EU dus naar de Italiaanse maffia. Toen ik dat in de Tweede Kamer zei werd ik weg… https://t.co/56fF0UpxsP,Mon Apr 19 08:21:55 +0000 2021,geertwilderspvv,1066,2021-04-19
43,"I will always speak the truth about #islam @ImranKhanPTI. Nothing will not stop me. It’s a violent, discriminatory… https://t.co/DHiIYLtmrT",Mon Apr 19 07:01:00 +0000 2021,geertwilderspvv,556,2021-04-19
44,"RT @Jerusalem_Post: #Likud sent a letter of support to #Dutch anti-Muslim politician Geert Wilders, while Prime Minister Benjamin #Netanyah…",Sun Apr 18 16:08:50 +0000 2021,geertwilderspvv,75,2021-04-18
45,"RT @DePeilingen: Peiling 18-04-'21 @mauricedehond (t.o.v. vorige week):  ⬆️ 1 zetel winst: #VVD, #PVV ⬇️ 1 zetel verlies: #PvdD, #50plus  🔵…",Sun Apr 18 08:14:25 +0000 2021,geertwilderspvv,40,2021-04-18
46,Hé @MinPres Rutte en alle andere Catshuisgangers: geef #Nederland zijn #vrijheid terug!  #Corona #PVV #Wilders https://t.co/iFwKv3VFuB,Sun Apr 18 06:30:35 +0000 2021,geertwilderspvv,357,2021-04-18
47,Goedemorgen Nederland! https://t.co/H7tBrinN9m,Sun Apr 18 05:02:09 +0000 2021,geertwilderspvv,135,2021-04-18
48,Crazy Pakistani’s made #GarbageGeertWilder trending topic nr 1 in Pakistan now.  It will not help you. I will alway… https://t.co/aNZ3HATgrV,Sat Apr 17 11:38:50 +0000 2021,geertwilderspvv,524,2021-04-17
49,"Maar “de man” Rutte was en is juist het probleem, niet de bal.  Hij loog en bedroog. En wilde collega Omtzigt wiebe… https://t.co/8C7JdQDBm1",Sat Apr 17 11:26:25 +0000 2021,geertwilderspvv,311,2021-04-17
50,"Ik kan ze niet meer tellen, teveel om nog te registeren of aangifte over te doen, meer dan 300 ziekelijke doodsbedr… https://t.co/LPweHpQIDr",Sat Apr 17 10:28:12 +0000 2021,geertwilderspvv,483,2021-04-17
51,RT @AJEnglish: ICYMI: This was our most-read article on Twitter this week 👇 https://t.co/lor82xEcCE,Sat Apr 17 09:57:08 +0000 2021,geertwilderspvv,106,2021-04-17
52,Dus met zijn tweeën een kop koffie drinken kost 15 euro aan testen. Voor veel mensen onbetaalbaar. En slecht voor d… https://t.co/uG183XIEoh,Fri Apr 16 19:13:24 +0000 2021,geertwilderspvv,566,2021-04-16
53,Iedere dag een andere leugen.  De man is totaal onbetrouwbaar. De avondklok zou snel verdwijnen en andere versoepel… https://t.co/gNCbmoZrcE,Fri Apr 16 18:28:59 +0000 2021,geertwilderspvv,469,2021-04-16
54,Honderden doodsbedreigingen vandaag vanwege één tweet voor vrijheid en tegen fatwa’s en geweld. Het is met geen pen… https://t.co/p67M8Y8eiD,Fri Apr 16 15:25:43 +0000 2021,geertwilderspvv,844,2021-04-16
55,"“Onder druk van politici, onder wie Geert Wilders (PVV) en Lilianne Ploumen (PvdA), maakte demissionair minister Hu… https://t.co/H1BIyZbftM",Fri Apr 16 07:33:07 +0000 2021,geertwilderspvv,138,2021-04-16
56,RT @looopings: Geert Wilders dient motie in voor heropening Efteling: 'Dan mogen we weer in de Droomvlucht' https://t.co/NN9WEiOGXp https:/…,Fri Apr 16 07:31:37 +0000 2021,geertwilderspvv,50,2021-04-16
57,Jail this Pakistani criminal #SaadHussainRizvi for life @ImranKhanPTI. And ban his islamofascist party #TLP who’s f… https://t.co/ozfbdTLKan,Fri Apr 16 07:18:25 +0000 2021,geertwilderspvv,910,2021-04-16
58,"Tweede termijn #coronadebat.  Moties over terrassen open, Koningsdagactiviteiten buiten en het openen van mijn favo… https://t.co/ItuKKmjjce",Thu Apr 15 20:27:20 +0000 2021,geertwilderspvv,157,2021-04-15
59,"De VVD heeft ervoor gezorgd dat we alleen maar minder IC-plekken hebben, dat medewerkers op de IC zijn ontslagen, z… https://t.co/K7hGf6OYSP",Thu Apr 15 20:23:56 +0000 2021,geertwilderspvv,299,2021-04-15
60,"Hou Nederlanders niet voor de gek, premier Rutte.   Als u niet naar mij wil luisteren, luister dan naar de artsen,… https://t.co/wPh6jtBxwY",Thu Apr 15 18:28:32 +0000 2021,geertwilderspvv,410,2021-04-15
61,Mooi. Minister @hugodejonge zegt de Kamer toen dat GGD-Noord-Limburg (mooiste stukje Nederland) door mag gaan met v… https://t.co/RlI14xFEfn,Thu Apr 15 17:24:29 +0000 2021,geertwilderspvv,88,2021-04-15
62,NEDERLAND IS CORRUPT https://t.co/cDD5pH9PhM,Thu Apr 15 14:00:05 +0000 2021,geertwilderspvv,857,2021-04-15
63,Geef ons onze vrijheid terug!  Mijn inbreng bij #coronadebat:                      👇👇👇 https://t.co/EVeRl8RP9H,Thu Apr 15 12:49:14 +0000 2021,geertwilderspvv,174,2021-04-15
64,"Je houdt mensen als het mooi weer wordt echt niet meer binnen.   Dus open de terrassen, zodat mensen niet allemaal… https://t.co/GF2Eto3B4o",Thu Apr 15 12:00:49 +0000 2021,geertwilderspvv,352,2021-04-15
65,"€102 miljard voor ‘vergroening’ elektriciteitsnet. Om alle windmolens, zonnepanelen en laadpalen voor de D66-Tesla-… https://t.co/GIb8z28kny",Thu Apr 15 06:20:32 +0000 2021,geertwilderspvv,612,2021-04-15
66,Laat de GGD Noord-Limburg doorgaan met het vrijwillig vaccineren van kwetsbare patiënten @hugodejonge. Een geweldig… https://t.co/gWs3uElGM5,Thu Apr 15 05:41:39 +0000 2021,geertwilderspvv,114,2021-04-15
67,Fantastic. More than 1 million views in 1 day!   #freedom #noislam #Wilders https://t.co/KegInj3KRv,Wed Apr 14 14:00:51 +0000 2021,geertwilderspvv,329,2021-04-14
68,Misschien is het beste gezondheidsadvies nog wel vanavond niet te kijken naar de #persconferentie van cipier Rutte en faalhaas De Jonge.,Tue Apr 13 15:38:23 +0000 2021,geertwilderspvv,875,2021-04-13
69,"תודה רבה   Thank you so much @realEliHazan, really appreciated. Love to visit #Israel and my friends from… https://t.co/MFDMbNkiex",Tue Apr 13 12:46:44 +0000 2021,geertwilderspvv,86,2021-04-13
70,Stop islam. Stop #Ramadan   Freedom. No islam. https://t.co/YU1IBXDlGu,Mon Apr 12 14:02:26 +0000 2021,geertwilderspvv,1280,2021-04-12
71,Stop islam. Stop #Ramadan   Vrijheid. Geen islam. https://t.co/29zIOjFne1,Mon Apr 12 14:01:02 +0000 2021,geertwilderspvv,286,2021-04-12
72,Imam Grapperhaus wenst moslims een fijne Ramadan.  Met Pasen en Kerst hoorden we hem niet.   #Ramadan. Een periode… https://t.co/mEHtM29rQU,Mon Apr 12 12:07:39 +0000 2021,geertwilderspvv,711,2021-04-12
73,"Open terrassen (buiten kan alles want nul gevaar op besmetting) en winkels en restaurants met protocollen, zeg ik t… https://t.co/p0H0r459l2",Sun Apr 11 16:56:13 +0000 2021,geertwilderspvv,691,2021-04-11
74,RT @Wilderspoezen: Slapen in kartonnen doos - Snoetje 😻 https://t.co/dBXGW6rcwa,Sun Apr 11 11:09:41 +0000 2021,geertwilderspvv,66,2021-04-11
75,Goedemorgen Nederland! https://t.co/4Y2A0KLQS2,Sun Apr 11 05:06:20 +0000 2021,geertwilderspvv,152,2021-04-11
76,Stop het imperialistische gekrijs en sluit alle moskeeën! De islam hoort niet bij Nederland.    #alblasserdam… https://t.co/nQLsfTqz0b,Sat Apr 10 15:55:26 +0000 2021,geertwilderspvv,638,2021-04-10
77,Wegwezen Rutte.   #Rexit #nieuweverkiezingen https://t.co/UDqjp34e0o,Sat Apr 10 08:24:47 +0000 2021,geertwilderspvv,726,2021-04-10
78,RT @ADnl: 🎥 | Geert Wilders sprak vandaag met informateur Tjeenk Willink: 'Het ergste wat Nederland kan overkomen is dat we dadelijk toch n…,Fri Apr 09 15:20:45 +0000 2021,geertwilderspvv,164,2021-04-09
79,RT @telegraaf: Geert Wilders liet voorafgaand aan zijn gesprek met informateur Herman Tjeenk Willink weten wat hij op tafel ging leggen. ht…,Fri Apr 09 14:06:56 +0000 2021,geertwilderspvv,151,2021-04-09
80,Zojuist gesprek met informateur Tjeenk Willink gehad.   Hieronder mijn boodschap aan hem:                 👇👇👇 https://t.co/ibH5bdCdjS,Fri Apr 09 12:58:46 +0000 2021,geertwilderspvv,822,2021-04-09
81,Vandaag naar de informateur. Pleiten voor snelle verkiezingen en het vertrek van Rutte.  Wel merkwaardige volgorde… https://t.co/nvzbfNHkhu,Fri Apr 09 07:12:27 +0000 2021,geertwilderspvv,476,2021-04-09
82,Zwendel. Koehandel. Nepparlement. https://t.co/lcLpGD67qn,Thu Apr 08 20:05:29 +0000 2021,geertwilderspvv,451,2021-04-08
83,Nederlands parlement anno 2021   #stopdeislamiseringvannederland https://t.co/ukpSk6TAyb,Thu Apr 08 16:19:22 +0000 2021,geertwilderspvv,744,2021-04-08
84,De Nederlandse politiek is corrupt. Partijen worden voor de verkiezingen uitgesloten. Een Kamerlid geprobeerd weg t… https://t.co/qFQDvEplDD,Thu Apr 08 05:31:54 +0000 2021,geertwilderspvv,620,2021-04-08
85,"RT @OmroepON: ""Het is natuurlijk wel weer een half corrupt spel dat is gespeeld,"" zegt @geertwilderspvv over de verkiezing van nieuwe #D66…",Wed Apr 07 20:07:32 +0000 2021,geertwilderspvv,532,2021-04-07
86,"RT @bramdewaal: Hoofdverdachte Ridouan #Taghi citeert zojuist Mark Rutte in het #Marengo proces, als de rechter aan hem vraagt:  ""Heeft u n…",Wed Apr 07 17:32:53 +0000 2021,geertwilderspvv,696,2021-04-07
87,Het was dus allemaal al van te voren bedisseld en beklonken. Bosma en Arib hadden geen schijn van kans want Rutte w… https://t.co/kmc56plIzQ,Wed Apr 07 16:47:52 +0000 2021,geertwilderspvv,2360,2021-04-07
88,Aangenomen.  Gespreksverslagen informatiefase openbaar. https://t.co/aoFQ0xJZXm,Wed Apr 07 06:57:46 +0000 2021,geertwilderspvv,308,2021-04-07
89,RT @telegraaf: Woensdag wordt de nieuwe Kamervoorzitter gekozen en PVV-leider Geert Wilders vraagt zich af of Sigrid Kaag en Mark Rutte daa…,Tue Apr 06 17:48:22 +0000 2021,geertwilderspvv,334,2021-04-06
90,"Het benoemen van Tjeenk Willink, oud assistent van Joop den Uyl, als informateur is geen teken van het nieuwe friss… https://t.co/GkN3MoTPJC",Tue Apr 06 15:20:24 +0000 2021,geertwilderspvv,528,2021-04-06
91,"Dit riekt naar #koehandel over de nieuwe Kamervoorzitter.   En het stinkt, mevrouw Kaag!   #kamervoorzitter #debat… https://t.co/WPnw9eUW09",Tue Apr 06 15:10:35 +0000 2021,geertwilderspvv,1227,2021-04-06
92,"Als er niks verandert, als liegen en het proberen weg te werken van een gekozen volksvertegenwoordiger zonder conse… https://t.co/LgjHcp7k57",Tue Apr 06 14:28:52 +0000 2021,geertwilderspvv,476,2021-04-06
93,“De kiezer is voor de gek gehouden” – Binnenhof Report met Geert Wilders (PVV) https://t.co/9jVi8aRzgw,Tue Apr 06 12:41:45 +0000 2021,geertwilderspvv,302,2021-04-06
94,Wetgeving tegen de intolerante islamitische ideologie is een plicht voor iedere westerse politicus.  Lawmaking agai… https://t.co/GoSaiwjKWy,Mon Apr 05 14:36:47 +0000 2021,geertwilderspvv,261,2021-04-05
95,"RT @geertwilderspvv: Zo Mark Rutte, hoe voelt dat nu om door andere partijen te worden uitgesloten? En nou geen huilie-huilie doen met je V…",Mon Apr 05 11:50:29 +0000 2021,geertwilderspvv,1420,2021-04-05
96,Kamervoorzitter Bosma ✅  @Martinbosma_pvv #Bosma https://t.co/45wRMsIfNr,Mon Apr 05 08:22:50 +0000 2021,geertwilderspvv,333,2021-04-05
97,Rutte: ‘Als de PVV de grootste wordt sta je er internationaal wel op’.  Tja......  https://t.co/tc3YGgJIYP,Mon Apr 05 06:39:36 +0000 2021,geertwilderspvv,739,2021-04-05
98,"Zo Mark Rutte, hoe voelt dat nu om door andere partijen te worden uitgesloten? En nou geen huilie-huilie doen met j… https://t.co/Qzq1l7akH0",Mon Apr 05 06:14:42 +0000 2021,geertwilderspvv,1420,2021-04-05
99,RT @geertwilderspvv: Zalig Pasen allemaal! https://t.co/0IbRvQS5ih,Mon Apr 05 05:57:51 +0000 2021,geertwilderspvv,475,2021-04-05
100,"Mijn collega @Martinbosma_pvv, ik hoop dat hij zich kandideert om Kamervoorzitter te worden, wat een enorme kanjer,… https://t.co/SwslcaCK7R",Sun Apr 04 17:15:26 +0000 2021,geertwilderspvv,884,2021-04-04
101,Levensgevaarlijk. Dit soort lieden mogen nooit vrijkomen. En hun islamitische ideologie hoort niet in Nederland.… https://t.co/oemgSLVPCF,Sun Apr 04 11:14:09 +0000 2021,geertwilderspvv,315,2021-04-04
102,Zalig Pasen allemaal! https://t.co/0IbRvQS5ih,Sun Apr 04 05:00:31 +0000 2021,geertwilderspvv,475,2021-04-04
103,"RT @Sywert: Onderschat feit: de rol die Geert Wilders afgelopen week heeft gespeeld. Aanvragen van debatten, stukken, moties, rol Kamervoor…",Sat Apr 03 19:26:52 +0000 2021,geertwilderspvv,494,2021-04-03
104,"Nederlanders zijn voor de gek gehouden, bedrogen. In achterkamertjes is door VVD en D66 geprobeerd een volksvertege… https://t.co/t67aGYY64y",Sat Apr 03 07:16:40 +0000 2021,geertwilderspvv,1312,2021-04-03
105,Het net sluit zich rond #Rutte.  Als hij ook nog maar iets om zijn eigen partij en een bestuurbaar Nederland geeft… https://t.co/nUbtWeCNZU,Sat Apr 03 06:42:23 +0000 2021,geertwilderspvv,770,2021-04-03
106,Had gisteren dan voor mijn #motievanwantrouwen gestemd! Dan had je karakter getoond en was Rutte meteen afgetreden… https://t.co/EdPAg0sNAI,Sat Apr 03 05:06:59 +0000 2021,geertwilderspvv,638,2021-04-03
107,Lang geleden 😁 https://t.co/SMl83H82Sy,Fri Apr 02 21:07:47 +0000 2021,geertwilderspvv,150,2021-04-02
108,RT @HartvNL: Mark Rutte de nieuwe premier? Nederlanders hebben net zo graag Geert Wilders https://t.co/cs89WkUf9o,Fri Apr 02 19:51:37 +0000 2021,geertwilderspvv,335,2021-04-02
109,"RT @dvhn_nl: Professor Douwe Draaisma analyseert het geheugenverlies van Mark Rutte (54 jaar): 'Ik ben in heel wat Alzheimercafés geweest,…",Fri Apr 02 12:34:15 +0000 2021,geertwilderspvv,386,2021-04-02
110,"Maar dat het CDA mijn motie van wantrouwen tegen Rutte niet steunde is schokkend, ze hadden de motie aan een meerde… https://t.co/I2OYMNxoZM",Fri Apr 02 01:42:32 +0000 2021,geertwilderspvv,1445,2021-04-02
111,72 stemmen voor mijn motie v wantrouwen tegen Rutte. De hele oppositie inclusief de SGP stemden voor. Bijna een mee… https://t.co/0DVAYrskAk,Fri Apr 02 01:28:17 +0000 2021,geertwilderspvv,587,2021-04-02
112,D66 heeft Rutte de facto politiek onthoofd.  #omtzigtdebat https://t.co/1VXHYkft3a,Fri Apr 02 00:50:42 +0000 2021,geertwilderspvv,264,2021-04-02
113,Tweede termijn #debatomzigt https://t.co/BRNxbxEy6U,Thu Apr 01 23:44:39 +0000 2021,geertwilderspvv,125,2021-04-01
114,RT @HartvNL: Nederland geeft Rutte motie van wantrouwen: 62 procent wil dat hij aftreedt https://t.co/hLRMLsQvFm,Thu Apr 01 19:58:58 +0000 2021,geertwilderspvv,452,2021-04-01
115,"Ollongren zegt dat het niet belangrijk genoeg was om op te schrijven. Maar misschien was het wel zó belangrijk, dat… https://t.co/4JDAecp052",Thu Apr 01 19:53:22 +0000 2021,geertwilderspvv,390,2021-04-01
116,"RT @geertwilderspvv: Een spartelende Rutte, die naar lucht zit te happen en die door niemand meer wordt geloofd.  Hij staat totaal geïsolee…",Thu Apr 01 17:06:57 +0000 2021,geertwilderspvv,483,2021-04-01
117,"Als Hoekstra anderen de les leest over kwaadspraak richting Omtzigt, dan moet hij  de kwaadspraak vanuit het CDA oo… https://t.co/70AJclgblR",Thu Apr 01 16:36:57 +0000 2021,geertwilderspvv,202,2021-04-01
118,"Een spartelende Rutte, die naar lucht zit te happen en die door niemand meer wordt geloofd.  Hij staat totaal geïso… https://t.co/Fp70nBPyDy",Thu Apr 01 15:02:58 +0000 2021,geertwilderspvv,483,2021-04-01
119,RT @RTLnieuws: Geert Wilders in debat: 'U staat totaal alleen meneer Rutte. U bent gefileerd' | Liveblog https://t.co/0exggZFkQW https://t.…,Thu Apr 01 14:58:03 +0000 2021,geertwilderspvv,143,2021-04-01
120,MOTIE VAN WANTROUWEN   #omtzigtdebat #Rutte #nieuweverkiezingen #Wilders https://t.co/120uz2VB3W,Thu Apr 01 14:09:11 +0000 2021,geertwilderspvv,635,2021-04-01
121,Ik heb zo genoeg van Rutte.   #omtzigtdebat  #Rutte #nieuweverkiezingen #Wilders https://t.co/J6pelBiiFY,Thu Apr 01 13:44:19 +0000 2021,geertwilderspvv,454,2021-04-01
122,Via via?  Het wordt steeds gekker.  Einde oefening Rutte.   #omtzigtdebat #Rutte #nieuweverkiezingen #Wilders,Thu Apr 01 12:49:02 +0000 2021,geertwilderspvv,692,2021-04-01
123,Rutte kan het woord ‘waarheid’ niet eens spellen en is een geboren leugenaar.   #omtzigtdebat #omtzigtgate… https://t.co/BuipCDCekl,Thu Apr 01 12:24:58 +0000 2021,geertwilderspvv,389,2021-04-01
124,Rutte.  Leugenaar. Motie van Wantrouwen.  #omtzigtdebat #verkenningsgate #nieuweverkiezingen  #Wilders #PVV  https://t.co/bWPKxt27qA,Thu Apr 01 12:02:02 +0000 2021,geertwilderspvv,410,2021-04-01
125,RT @ronfresen: Wilders noemt het V-woord. Verkiezingen na exit Rutte #verkennersgate https://t.co/QsY3alQzYO,Thu Apr 01 11:24:56 +0000 2021,geertwilderspvv,312,2021-04-01
126,RT @geertwilderspvv: Het was Rutte dus: opstappen en wegwezen.   #omtzigtdebat #rutte,Thu Apr 01 10:39:09 +0000 2021,geertwilderspvv,1181,2021-04-01
127,Het was Rutte dus: opstappen en wegwezen.   #omtzigtdebat #rutte,Thu Apr 01 10:16:17 +0000 2021,geertwilderspvv,1181,2021-04-01
128,Rutte is zijn politieke kompas kwijt. Vorige week roepen dat er over #OmzigtGate geen verantwoording hoeft te worde… https://t.co/XiHD9dmg79,Wed Mar 31 18:50:21 +0000 2021,geertwilderspvv,767,2021-03-31
129,Geen trucendoos van Rutte meer!  Alles moet openbaar!!  #DEBAT #TweedeKamer #PVV #Wilders #omtzigtgate https://t.co/qnbk93nDFN,Wed Mar 31 17:57:09 +0000 2021,geertwilderspvv,582,2021-03-31
130,PVV AFHECHTEN??  #debat #tweedekamer https://t.co/qBuHkrFPhB,Wed Mar 31 13:44:34 +0000 2021,geertwilderspvv,839,2021-03-31
131,Weer vier jaar vol gas voor ons land en onze mensen!  #PVV #Wilders #TweedeKamer #beëdiging https://t.co/iDVSGzphhv,Wed Mar 31 12:10:18 +0000 2021,geertwilderspvv,268,2021-03-31
